Batch_ID,Machine_ID,Line_ID,Product_ID,Temperature,Pressure,Speed,Vibration,Humidity,Operator,Shift,Production_Time,Has_Defect,Defect_Type,Defect_Status
BAT-10188,M-06,Line-3,PROD-A10,75.2,8.67,1264,2.32,49.5,Op-David,Afternoon,2026-03-30 11:29,0,None,PASS
BAT-10189,M-08,Line-4,PROD-A10,72.3,7.9,1288,1.82,43.0,Op-Frank,Morning,2026-07-24 11:29,0,None,PASS
BAT-10190,M-01,Line-1,PROD-A10,76.0,8.32,1291,1.82,44.7,Op-Charlie,Morning,2026-03-14 11:29,0,None,PASS
BAT-10191,M-04,Line-2,PROD-A10,94.3,8.61,1447,3.88,72.4,Op-Elena,Morning,2026-07-10 11:29,1,Surface Crack,SCRAP
BAT-10192,M-06,Line-3,PROD-B20,77.1,9.41,1140,2.27,49.1,Op-Elena,Morning,2026-04-21 11:29,0,None,PASS
BAT-10193,M-03,Line-2,PROD-B20,80.4,8.2,1283,2.06,54.7,Op-Elena,Afternoon,2026-03-26 11:29,0,None,PASS
BAT-10194,M-01,Line-1,PROD-B20,74.8,8.33,1136,1.88,50.3,Op-Alice,Afternoon,2026-04-11 11:29,0,None,PASS
BAT-10195,M-01,Line-1,PROD-B20,71.5,8.28,1154,1.87,48.1,Op-Charlie,Morning,2026-03-14 11:29,0,None,PASS
BAT-10196,M-02,Line-1,PROD-A10,72.4,8.95,1256,1.79,48.4,Op-David,Afternoon,2026-05-13 11:29,0,None,PASS
BAT-10197,M-02,Line-1,PROD-D40,74.9,9.21,1155,1.3,54.7,Op-Elena,Morning,2026-07-17 11:29,1,Contamination,REWORK
BAT-10198,M-01,Line-1,PROD-A10,74.2,8.26,1165,2.27,50.5,Op-David,Afternoon,2026-05-30 11:29,0,None,PASS
BAT-10199,M-08,Line-4,PROD-D40,71.7,8.23,1265,2.06,52.4,Op-Alice,Morning,2026-05-03 11:29,0,None,PASS
BAT-10200,M-02,Line-1,PROD-B20,74.2,7.9,1213,2.7,51.1,Op-Charlie,Night,2026-07-22 11:29,0,None,PASS
BAT-10201,M-06,Line-3,PROD-D40,74.5,8.67,1203,2.29,50.8,Op-Elena,Night,2026-04-26 11:29,0,None,PASS
BAT-10202,M-07,Line-4,PROD-A10,75.5,5.87,1356,3.87,58.5,Op-Frank,Morning,2026-07-27 11:29,0,None,PASS
BAT-10203,M-04,Line-2,PROD-D40,73.7,10.19,1644,3.59,68.0,Op-David,Morning,2026-05-26 11:29,1,Dimensional Deviation,REWORK
BAT-10204,M-07,Line-4,PROD-A10,76.7,6.85,1317,3.79,60.8,Op-Charlie,Afternoon,2026-05-01 11:29,0,None,PASS
BAT-10205,M-06,Line-3,PROD-B20,74.8,8.27,1254,2.21,47.3,Op-Frank,Afternoon,2026-02-27 11:29,0,None,PASS
BAT-10206,M-02,Line-1,PROD-A10,71.4,9.26,1212,1.8,48.7,Op-David,Morning,2026-05-16 11:29,0,None,PASS
BAT-10207,M-01,Line-1,PROD-C30,76.0,9.3,1235,2.09,48.0,Op-Frank,Morning,2026-05-26 11:29,0,None,PASS
BAT-10208,M-07,Line-4,PROD-A10,77.9,4.81,1388,2.51,55.3,Op-Charlie,Night,2026-04-30 11:29,1,Dimensional Deviation,REWORK
BAT-10209,M-04,Line-2,PROD-B20,83.3,8.59,1473,3.77,78.7,Op-Frank,Afternoon,2026-04-08 11:29,0,None,PASS
BAT-10210,M-06,Line-3,PROD-C30,72.3,8.57,1184,2.59,46.4,Op-Alice,Afternoon,2026-07-06 11:29,0,None,PASS
BAT-10211,M-07,Line-4,PROD-A10,78.6,5.66,1362,3.11,55.8,Op-Elena,Night,2026-08-06 11:29,1,Dimensional Deviation,REWORK
BAT-10212,M-05,Line-3,PROD-C30,75.2,9.74,1163,2.1,47.2,Op-Charlie,Morning,2026-03-28 11:29,0,None,PASS
BAT-10213,M-07,Line-4,PROD-A10,78.0,4.56,1214,2.57,57.7,Op-Bob,Night,2026-07-22 11:29,0,None,PASS
BAT-10214,M-02,Line-1,PROD-B20,73.0,8.59,1248,2.4,44.8,Op-David,Afternoon,2026-06-06 11:29,0,None,PASS
BAT-10215,M-06,Line-3,PROD-C30,74.5,8.59,1236,1.51,48.5,Op-Frank,Afternoon,2026-07-05 11:29,0,None,PASS
BAT-10216,M-01,Line-1,PROD-B20,72.3,8.58,1262,1.95,44.5,Op-Bob,Night,2026-02-22 11:29,0,None,PASS
BAT-10217,M-05,Line-3,PROD-D40,73.5,8.27,1256,2.69,45.6,Op-Frank,Afternoon,2026-06-14 11:29,0,None,PASS
BAT-10218,M-07,Line-4,PROD-C30,79.4,7.49,1455,4.85,61.1,Op-Bob,Night,2026-03-11 11:29,1,Dimensional Deviation,REWORK
BAT-10219,M-08,Line-4,PROD-C30,72.1,8.83,1179,2.11,56.1,Op-Alice,Morning,2026-05-22 11:29,0,None,PASS
BAT-10220,M-01,Line-1,PROD-A10,74.6,8.37,1173,2.15,53.2,Op-Bob,Afternoon,2026-04-05 11:29,0,None,PASS
BAT-10221,M-05,Line-3,PROD-C30,72.4,8.08,1234,2.58,52.7,Op-Charlie,Morning,2026-02-11 11:29,0,None,PASS
BAT-10222,M-07,Line-4,PROD-B20,80.1,8.04,1256,3.7,52.5,Op-Bob,Afternoon,2026-06-26 11:29,0,None,PASS
BAT-10223,M-06,Line-3,PROD-A10,77.0,8.83,1307,3.03,45.4,Op-David,Night,2026-02-20 11:29,0,None,PASS
BAT-10224,M-08,Line-4,PROD-A10,78.0,8.9,1171,2.67,49.4,Op-Charlie,Night,2026-05-30 11:29,0,None,PASS
BAT-10225,M-07,Line-4,PROD-C30,71.1,9.08,1267,2.47,53.9,Op-Alice,Afternoon,2026-02-15 11:29,0,None,PASS
BAT-10226,M-03,Line-2,PROD-D40,70.6,9.06,1223,1.99,49.1,Op-Frank,Afternoon,2026-03-04 11:29,0,None,PASS
BAT-10227,M-02,Line-1,PROD-B20,76.4,8.48,1282,2.37,50.0,Op-David,Night,2026-05-23 11:29,0,None,PASS
BAT-10228,M-07,Line-4,PROD-C30,79.1,6.24,1342,3.71,54.6,Op-Frank,Afternoon,2026-04-07 11:29,1,Dimensional Deviation,REWORK
BAT-10229,M-02,Line-1,PROD-B20,75.5,9.22,1210,1.89,49.2,Op-Charlie,Afternoon,2026-07-25 11:29,0,None,PASS
BAT-10230,M-04,Line-2,PROD-A10,74.9,9.88,1583,6.67,72.4,Op-Bob,Afternoon,2026-04-01 11:29,1,Dimensional Deviation,REWORK
BAT-10231,M-02,Line-1,PROD-B20,75.7,8.53,1154,2.62,47.2,Op-Frank,Afternoon,2026-06-08 11:29,0,None,PASS
BAT-10232,M-08,Line-4,PROD-C30,74.7,7.9,1242,1.76,53.8,Op-Frank,Afternoon,2026-03-20 11:29,0,None,PASS
BAT-10233,M-08,Line-4,PROD-D40,72.5,8.53,1210,2.58,44.9,Op-Frank,Afternoon,2026-04-21 11:29,0,None,PASS
BAT-10234,M-06,Line-3,PROD-A10,70.4,8.05,1189,2.36,44.7,Op-Charlie,Afternoon,2026-06-05 11:29,1,Color Variance,SCRAP
BAT-10235,M-02,Line-1,PROD-A10,73.8,8.71,1251,3.1,42.3,Op-Elena,Night,2026-06-19 11:29,0,None,PASS
BAT-10236,M-01,Line-1,PROD-D40,78.6,8.31,1218,1.64,44.7,Op-Elena,Night,2026-03-30 11:29,0,None,PASS
BAT-10237,M-08,Line-4,PROD-B20,79.0,9.63,1264,2.72,52.1,Op-Alice,Afternoon,2026-03-08 11:29,0,None,PASS
BAT-10238,M-06,Line-3,PROD-A10,75.9,9.26,1260,2.65,45.4,Op-Elena,Night,2026-03-26 11:29,1,Porosity,SCRAP
BAT-10239,M-03,Line-2,PROD-C30,73.5,8.24,1126,1.64,47.7,Op-Charlie,Afternoon,2026-05-20 11:29,0,None,PASS
BAT-10240,M-06,Line-3,PROD-A10,75.4,8.89,1293,2.39,43.7,Op-Frank,Night,2026-05-06 11:29,0,None,PASS
BAT-10241,M-02,Line-1,PROD-D40,76.7,9.54,1279,1.95,46.0,Op-Charlie,Afternoon,2026-07-28 11:29,0,None,PASS
BAT-10242,M-03,Line-2,PROD-C30,73.8,8.99,1124,2.03,48.7,Op-Alice,Night,2026-07-29 11:29,0,None,PASS
BAT-10243,M-06,Line-3,PROD-C30,74.5,8.02,1080,2.54,47.9,Op-Frank,Night,2026-07-29 11:29,0,None,PASS
BAT-10244,M-02,Line-1,PROD-C30,74.9,8.05,1227,2.81,45.7,Op-Elena,Afternoon,2026-07-24 11:29,0,None,PASS
BAT-10245,M-03,Line-2,PROD-A10,75.4,8.16,1172,2.24,47.1,Op-Frank,Night,2026-05-29 11:29,0,None,PASS
BAT-10246,M-01,Line-1,PROD-C30,72.7,8.59,1214,2.25,43.5,Op-Charlie,Morning,2026-04-05 11:29,0,None,PASS
BAT-10247,M-08,Line-4,PROD-B20,73.3,8.63,1233,2.39,41.7,Op-Bob,Morning,2026-03-21 11:29,0,None,PASS
BAT-10248,M-02,Line-1,PROD-A10,71.2,8.88,1150,1.89,57.7,Op-Frank,Afternoon,2026-07-18 11:29,0,None,PASS
BAT-10249,M-07,Line-4,PROD-B20,82.1,5.17,1289,2.07,56.0,Op-Bob,Morning,2026-08-06 11:29,0,None,PASS
BAT-10250,M-03,Line-2,PROD-D40,73.3,8.68,1227,2.56,55.2,Op-Alice,Afternoon,2026-05-14 11:29,0,None,PASS
BAT-10251,M-04,Line-2,PROD-D40,70.0,10.24,1501,3.62,51.5,Op-Elena,Afternoon,2026-06-04 11:29,1,Dimensional Deviation,REWORK
BAT-10252,M-08,Line-4,PROD-B20,73.1,8.64,1272,1.93,48.2,Op-Charlie,Night,2026-07-06 11:29,0,None,PASS
BAT-10253,M-08,Line-4,PROD-C30,74.0,8.36,1167,2.0,48.5,Op-David,Night,2026-06-25 11:29,0,None,PASS
BAT-10254,M-03,Line-2,PROD-B20,73.1,8.86,1224,2.75,47.9,Op-Elena,Morning,2026-04-15 11:29,1,Porosity,SCRAP
BAT-10255,M-02,Line-1,PROD-A10,73.8,8.51,1353,2.45,49.2,Op-Charlie,Morning,2026-03-23 11:29,0,None,PASS
BAT-10256,M-03,Line-2,PROD-D40,77.3,8.32,1127,1.8,48.8,Op-Alice,Morning,2026-06-05 11:29,0,None,PASS
BAT-10257,M-01,Line-1,PROD-D40,76.7,8.38,1267,2.85,48.3,Op-Alice,Afternoon,2026-06-18 11:29,0,None,PASS
BAT-10258,M-07,Line-4,PROD-A10,81.4,7.12,1412,3.8,52.9,Op-Charlie,Morning,2026-02-17 11:29,1,Dimensional Deviation,REWORK
BAT-10259,M-06,Line-3,PROD-B20,73.0,8.12,1229,1.97,56.3,Op-Bob,Morning,2026-04-24 11:29,0,None,PASS
BAT-10260,M-08,Line-4,PROD-B20,74.5,8.72,1233,1.67,48.0,Op-Frank,Afternoon,2026-06-04 11:29,0,None,PASS
BAT-10261,M-02,Line-1,PROD-A10,75.1,8.51,1254,1.68,52.7,Op-Charlie,Morning,2026-03-20 11:29,0,None,PASS
BAT-10262,M-07,Line-4,PROD-A10,75.2,7.04,1370,5.01,56.5,Op-Charlie,Morning,2026-04-28 11:29,0,None,PASS
BAT-10263,M-04,Line-2,PROD-D40,91.4,11.12,1409,3.94,53.1,Op-Frank,Night,2026-06-07 11:29,1,Surface Crack,SCRAP
BAT-10264,M-08,Line-4,PROD-A10,76.8,8.18,1184,2.06,46.4,Op-Frank,Night,2026-07-07 11:29,0,None,PASS
BAT-10265,M-03,Line-2,PROD-C30,77.8,9.1,1190,2.59,49.6,Op-David,Morning,2026-07-17 11:29,0,None,PASS
BAT-10266,M-07,Line-4,PROD-B20,80.3,5.09,1439,3.3,49.4,Op-Frank,Night,2026-03-03 11:29,1,Dimensional Deviation,REWORK
BAT-10267,M-01,Line-1,PROD-D40,72.8,9.04,1149,2.33,48.5,Op-David,Morning,2026-07-22 11:29,0,None,PASS
BAT-10268,M-06,Line-3,PROD-C30,76.6,7.94,1242,2.88,50.7,Op-Frank,Morning,2026-05-12 11:29,0,None,PASS
BAT-10269,M-06,Line-3,PROD-B20,75.4,8.94,1295,2.5,47.5,Op-Frank,Night,2026-07-20 11:29,0,None,PASS
BAT-10270,M-06,Line-3,PROD-B20,74.6,8.57,1201,1.71,44.2,Op-Alice,Afternoon,2026-06-29 11:29,0,None,PASS
BAT-10271,M-03,Line-2,PROD-D40,74.5,8.95,1190,2.23,50.1,Op-Frank,Afternoon,2026-07-21 11:29,0,None,PASS
BAT-10272,M-03,Line-2,PROD-A10,76.2,8.34,1239,2.0,46.5,Op-Frank,Afternoon,2026-02-19 11:29,0,None,PASS
BAT-10273,M-01,Line-1,PROD-B20,78.6,8.49,1194,2.25,47.9,Op-Alice,Afternoon,2026-04-30 11:29,0,None,PASS
BAT-10274,M-08,Line-4,PROD-C30,72.0,8.99,1257,2.09,44.5,Op-Alice,Night,2026-03-30 11:29,0,None,PASS
BAT-10275,M-01,Line-1,PROD-C30,78.3,8.55,1202,2.48,48.3,Op-Charlie,Morning,2026-05-15 11:29,0,None,PASS
BAT-10276,M-07,Line-4,PROD-D40,79.2,7.83,1369,4.01,58.2,Op-David,Afternoon,2026-03-29 11:29,0,None,PASS
BAT-10277,M-08,Line-4,PROD-C30,76.5,7.25,1240,2.18,45.4,Op-Elena,Afternoon,2026-03-03 11:29,0,None,PASS
BAT-10278,M-02,Line-1,PROD-D40,76.2,8.72,1304,1.37,43.5,Op-Elena,Morning,2026-06-29 11:29,0,None,PASS
BAT-10279,M-02,Line-1,PROD-A10,77.6,8.64,1137,3.0,47.0,Op-Charlie,Night,2026-04-26 11:29,0,None,PASS
BAT-10280,M-07,Line-4,PROD-B20,83.2,7.06,1521,2.61,55.5,Op-Frank,Afternoon,2026-05-10 11:29,1,Dimensional Deviation,SCRAP
BAT-10281,M-06,Line-3,PROD-D40,72.0,8.29,1208,2.19,46.3,Op-Charlie,Night,2026-02-24 11:29,0,None,PASS
BAT-10282,M-07,Line-4,PROD-C30,80.4,4.46,1282,2.97,51.7,Op-Elena,Night,2026-08-02 11:29,1,Dimensional Deviation,REWORK
BAT-10283,M-08,Line-4,PROD-A10,72.1,8.76,1270,1.98,40.5,Op-Bob,Morning,2026-04-11 11:29,0,None,PASS
BAT-10284,M-06,Line-3,PROD-C30,73.6,8.5,1170,2.35,49.1,Op-David,Night,2026-02-18 11:29,0,None,PASS
BAT-10285,M-08,Line-4,PROD-C30,73.8,8.25,1141,2.86,40.8,Op-Charlie,Afternoon,2026-03-01 11:29,0,None,PASS
BAT-10286,M-06,Line-3,PROD-D40,77.9,9.37,1251,1.85,45.8,Op-Charlie,Night,2026-04-22 11:29,0,None,PASS
BAT-10287,M-02,Line-1,PROD-A10,74.4,9.41,1250,1.91,46.9,Op-Frank,Morning,2026-06-17 11:29,0,None,PASS
BAT-10288,M-02,Line-1,PROD-C30,72.7,8.45,1278,1.86,46.0,Op-Charlie,Night,2026-06-04 11:29,0,None,PASS
BAT-10289,M-05,Line-3,PROD-D40,75.1,8.05,1273,2.17,47.6,Op-Bob,Morning,2026-03-16 11:29,0,None,PASS
BAT-10290,M-08,Line-4,PROD-B20,74.5,8.98,1227,2.11,50.5,Op-Frank,Afternoon,2026-03-04 11:29,0,None,PASS
BAT-10291,M-06,Line-3,PROD-C30,74.3,8.58,1200,1.64,47.5,Op-Frank,Morning,2026-06-30 11:29,0,None,PASS
BAT-10292,M-05,Line-3,PROD-B20,70.9,8.97,1248,1.7,53.1,Op-Frank,Night,2026-08-08 11:29,0,None,PASS
BAT-10293,M-06,Line-3,PROD-B20,76.3,9.1,1179,1.62,53.6,Op-Alice,Morning,2026-03-17 11:29,0,None,PASS
BAT-10294,M-08,Line-4,PROD-A10,71.2,8.25,1127,2.28,52.7,Op-Charlie,Night,2026-07-06 11:29,0,None,PASS
BAT-10295,M-03,Line-2,PROD-A10,73.0,8.05,1200,1.66,46.8,Op-Alice,Afternoon,2026-05-22 11:29,0,None,PASS
BAT-10296,M-08,Line-4,PROD-D40,75.5,8.52,1146,2.53,52.9,Op-David,Night,2026-02-28 11:29,0,None,PASS
BAT-10297,M-06,Line-3,PROD-A10,78.0,7.98,1183,2.49,47.9,Op-David,Afternoon,2026-08-03 11:29,0,None,PASS
BAT-10298,M-03,Line-2,PROD-B20,73.9,8.03,1210,2.21,46.1,Op-Bob,Afternoon,2026-06-18 11:29,0,None,PASS
BAT-10299,M-01,Line-1,PROD-A10,73.7,8.56,1193,1.93,47.0,Op-Elena,Morning,2026-04-28 11:29,0,None,PASS
BAT-10300,M-06,Line-3,PROD-B20,75.9,8.71,1220,3.09,51.6,Op-Charlie,Night,2026-04-23 11:29,0,None,PASS
BAT-10301,M-05,Line-3,PROD-B20,76.7,7.81,1159,2.32,43.2,Op-Frank,Night,2026-04-21 11:29,0,None,PASS
BAT-10302,M-05,Line-3,PROD-A10,74.3,9.21,1162,2.32,44.5,Op-Elena,Night,2026-03-25 11:29,0,None,PASS
BAT-10303,M-03,Line-2,PROD-B20,77.2,8.06,1220,1.55,56.3,Op-Frank,Night,2026-07-14 11:29,0,None,PASS
BAT-10304,M-01,Line-1,PROD-A10,74.7,9.05,1298,1.73,52.5,Op-Alice,Morning,2026-07-24 11:29,0,None,PASS
BAT-10305,M-05,Line-3,PROD-B20,73.7,9.92,1142,1.91,49.0,Op-Elena,Afternoon,2026-07-18 11:29,0,None,PASS
BAT-10306,M-08,Line-4,PROD-C30,73.1,8.74,1180,2.29,51.5,Op-Frank,Afternoon,2026-06-13 11:29,0,None,PASS
BAT-10307,M-07,Line-4,PROD-C30,77.9,7.78,1346,3.46,46.1,Op-David,Morning,2026-08-05 11:29,0,None,PASS
BAT-10308,M-08,Line-4,PROD-D40,75.6,8.24,1220,2.6,38.3,Op-David,Afternoon,2026-04-03 11:29,0,None,PASS
BAT-10309,M-03,Line-2,PROD-C30,74.6,8.57,1222,2.52,50.1,Op-Frank,Afternoon,2026-05-09 11:29,0,None,PASS
BAT-10310,M-03,Line-2,PROD-C30,78.6,8.5,1203,2.61,52.0,Op-Elena,Night,2026-03-09 11:29,0,None,PASS
BAT-10311,M-08,Line-4,PROD-A10,73.0,9.16,1252,2.09,44.9,Op-Charlie,Afternoon,2026-04-14 11:29,0,None,PASS
BAT-10312,M-01,Line-1,PROD-C30,77.7,8.33,1169,2.65,45.3,Op-David,Night,2026-05-28 11:29,0,None,PASS
BAT-10313,M-03,Line-2,PROD-C30,77.2,8.96,1233,2.81,45.4,Op-Elena,Night,2026-05-01 11:29,0,None,PASS
BAT-10314,M-03,Line-2,PROD-D40,75.5,8.82,1175,2.27,48.8,Op-Elena,Afternoon,2026-06-17 11:29,0,None,PASS
BAT-10315,M-08,Line-4,PROD-A10,72.1,8.26,1203,2.03,44.8,Op-Alice,Afternoon,2026-06-19 11:29,0,None,PASS
BAT-10316,M-04,Line-2,PROD-B20,84.1,10.41,1378,4.46,66.5,Op-Elena,Afternoon,2026-02-22 11:29,1,Surface Crack,REWORK
BAT-10317,M-08,Line-4,PROD-C30,76.3,7.8,1175,2.36,44.9,Op-Elena,Morning,2026-03-09 11:29,0,None,PASS
BAT-10318,M-05,Line-3,PROD-C30,73.6,8.95,1197,1.72,50.5,Op-David,Afternoon,2026-02-21 11:29,0,None,PASS
BAT-10319,M-04,Line-2,PROD-C30,78.1,9.86,1444,5.5,77.5,Op-Elena,Afternoon,2026-02-28 11:29,1,Dimensional Deviation,REWORK
BAT-10320,M-05,Line-3,PROD-A10,74.0,9.1,1308,1.58,42.8,Op-Bob,Morning,2026-05-21 11:29,0,None,PASS
BAT-10321,M-06,Line-3,PROD-C30,72.8,9.0,1166,2.18,49.9,Op-Bob,Morning,2026-07-14 11:29,0,None,PASS
BAT-10322,M-01,Line-1,PROD-A10,71.1,8.63,1176,2.3,51.6,Op-Alice,Morning,2026-05-06 11:29,0,None,PASS
BAT-10323,M-08,Line-4,PROD-B20,74.5,8.34,1216,1.92,44.7,Op-Elena,Night,2026-03-17 11:29,0,None,PASS
BAT-10324,M-06,Line-3,PROD-B20,77.7,8.08,1171,2.68,52.5,Op-David,Night,2026-04-27 11:29,0,None,PASS
BAT-10325,M-08,Line-4,PROD-C30,76.2,8.73,1218,1.91,51.4,Op-David,Morning,2026-05-15 11:29,0,None,PASS
BAT-10326,M-02,Line-1,PROD-D40,73.8,9.59,1280,2.05,42.7,Op-Elena,Afternoon,2026-08-05 11:29,0,None,PASS
BAT-10327,M-08,Line-4,PROD-C30,78.8,8.64,1218,2.82,45.5,Op-Frank,Night,2026-07-07 11:29,0,None,PASS
BAT-10328,M-01,Line-1,PROD-D40,76.1,8.54,1082,2.21,48.1,Op-Bob,Night,2026-07-21 11:29,0,None,PASS
BAT-10329,M-07,Line-4,PROD-B20,77.5,5.57,1458,2.84,56.6,Op-Frank,Morning,2026-02-18 11:29,0,None,PASS
BAT-10330,M-02,Line-1,PROD-B20,73.1,9.65,1197,2.22,49.5,Op-Alice,Afternoon,2026-05-01 11:29,0,None,PASS
BAT-10331,M-07,Line-4,PROD-B20,82.2,6.73,1282,2.41,50.7,Op-David,Night,2026-07-16 11:29,0,None,PASS
BAT-10332,M-01,Line-1,PROD-B20,74.5,8.53,1170,2.55,42.3,Op-Elena,Morning,2026-07-03 11:29,0,None,PASS
BAT-10333,M-08,Line-4,PROD-D40,71.5,8.97,1186,2.12,47.1,Op-Charlie,Morning,2026-06-07 11:29,0,None,PASS
BAT-10334,M-06,Line-3,PROD-C30,78.1,7.4,1206,1.94,48.1,Op-Frank,Night,2026-08-03 11:29,0,None,PASS
BAT-10335,M-05,Line-3,PROD-D40,76.8,8.96,1242,1.63,49.8,Op-Bob,Morning,2026-04-22 11:29,0,None,PASS
BAT-10336,M-04,Line-2,PROD-C30,84.1,9.99,1508,5.08,62.8,Op-Charlie,Night,2026-04-04 11:29,1,Surface Crack,REWORK
BAT-10337,M-08,Line-4,PROD-C30,75.4,8.69,1220,2.39,47.1,Op-Elena,Night,2026-04-21 11:29,0,None,PASS
BAT-10338,M-07,Line-4,PROD-D40,75.4,5.08,1475,4.24,54.5,Op-Charlie,Morning,2026-04-25 11:29,1,Dimensional Deviation,SCRAP
BAT-10339,M-02,Line-1,PROD-C30,76.5,7.97,1182,2.4,46.5,Op-David,Night,2026-04-16 11:29,0,None,PASS
BAT-10340,M-04,Line-2,PROD-B20,85.6,9.43,1303,4.45,79.0,Op-Elena,Afternoon,2026-07-03 11:29,1,Surface Crack,REWORK
BAT-10341,M-04,Line-2,PROD-B20,78.9,9.57,1461,4.22,74.9,Op-Alice,Night,2026-06-25 11:29,1,Dimensional Deviation,REWORK
BAT-10342,M-02,Line-1,PROD-D40,72.8,8.52,1211,2.24,50.3,Op-Charlie,Night,2026-06-10 11:29,0,None,PASS
BAT-10343,M-03,Line-2,PROD-A10,73.1,8.51,1271,2.02,39.2,Op-Elena,Morning,2026-05-25 11:29,0,None,PASS
BAT-10344,M-08,Line-4,PROD-D40,73.5,7.98,1230,2.71,49.5,Op-Frank,Morning,2026-04-24 11:29,0,None,PASS
BAT-10345,M-01,Line-1,PROD-A10,76.2,9.61,1148,1.86,48.8,Op-Frank,Night,2026-04-10 11:29,0,None,PASS
BAT-10346,M-01,Line-1,PROD-B20,74.1,8.89,1206,1.84,43.0,Op-David,Morning,2026-02-19 11:29,0,None,PASS
BAT-10347,M-07,Line-4,PROD-D40,74.3,4.86,1385,3.95,62.4,Op-Bob,Night,2026-04-25 11:29,0,None,PASS
BAT-10348,M-01,Line-1,PROD-C30,76.8,8.5,1238,2.41,42.9,Op-Elena,Night,2026-03-09 11:29,0,None,PASS
BAT-10349,M-06,Line-3,PROD-C30,75.9,8.38,1207,2.05,56.4,Op-David,Night,2026-06-29 11:29,0,None,PASS
BAT-10350,M-03,Line-2,PROD-D40,70.6,7.8,1221,2.0,48.6,Op-Charlie,Morning,2026-03-10 11:29,0,None,PASS
BAT-10351,M-08,Line-4,PROD-C30,76.5,8.26,1245,1.35,40.1,Op-Frank,Morning,2026-02-13 11:29,0,None,PASS
BAT-10352,M-05,Line-3,PROD-B20,73.1,8.3,1141,2.57,48.1,Op-Bob,Night,2026-07-23 11:29,0,None,PASS
BAT-10353,M-07,Line-4,PROD-C30,80.4,6.35,1393,2.92,64.9,Op-Alice,Afternoon,2026-07-31 11:29,1,Dimensional Deviation,SCRAP
BAT-10354,M-08,Line-4,PROD-C30,72.0,9.08,1245,1.47,46.8,Op-Bob,Morning,2026-04-17 11:29,0,None,PASS
BAT-10355,M-08,Line-4,PROD-C30,76.3,8.54,1278,2.02,42.2,Op-Charlie,Afternoon,2026-07-09 11:29,0,None,PASS
BAT-10356,M-01,Line-1,PROD-C30,72.6,8.09,1193,2.1,49.8,Op-Frank,Afternoon,2026-08-06 11:29,0,None,PASS
BAT-10357,M-02,Line-1,PROD-D40,74.5,8.82,1228,1.06,52.9,Op-Charlie,Morning,2026-05-24 11:29,0,None,PASS
BAT-10358,M-05,Line-3,PROD-A10,71.6,8.81,1214,1.67,52.2,Op-Frank,Afternoon,2026-05-15 11:29,0,None,PASS
BAT-10359,M-04,Line-2,PROD-B20,83.6,10.15,1376,4.25,63.3,Op-David,Morning,2026-06-06 11:29,1,Surface Crack,SCRAP
BAT-10360,M-07,Line-4,PROD-D40,77.3,4.77,1272,3.32,51.3,Op-Elena,Night,2026-04-06 11:29,0,None,PASS
BAT-10361,M-02,Line-1,PROD-D40,72.9,8.93,1230,2.57,41.1,Op-Elena,Night,2026-05-13 11:29,1,Contamination,REWORK
BAT-10362,M-04,Line-2,PROD-B20,81.8,8.66,1551,4.05,56.0,Op-Bob,Afternoon,2026-06-23 11:29,1,Surface Crack,SCRAP
BAT-10363,M-08,Line-4,PROD-A10,72.0,8.18,1233,2.13,49.7,Op-Elena,Afternoon,2026-02-24 11:29,0,None,PASS
BAT-10364,M-07,Line-4,PROD-D40,72.4,7.31,1422,4.18,59.0,Op-Elena,Morning,2026-07-03 11:29,0,None,PASS
BAT-10365,M-05,Line-3,PROD-A10,81.8,8.9,1201,2.9,50.1,Op-David,Afternoon,2026-02-10 11:29,0,None,PASS
BAT-10366,M-02,Line-1,PROD-A10,76.0,8.56,1258,2.46,51.7,Op-David,Afternoon,2026-08-08 11:29,1,Surface Crack,SCRAP
BAT-10367,M-02,Line-1,PROD-D40,72.5,8.32,1160,2.44,49.8,Op-Alice,Afternoon,2026-05-25 11:29,0,None,PASS
BAT-10368,M-03,Line-2,PROD-D40,75.6,8.64,1102,2.41,47.7,Op-Charlie,Afternoon,2026-06-04 11:29,0,None,PASS
BAT-10369,M-07,Line-4,PROD-D40,82.9,5.79,1344,4.0,47.4,Op-Alice,Night,2026-07-29 11:29,1,Surface Crack,REWORK
BAT-10370,M-06,Line-3,PROD-A10,80.1,8.62,1199,2.3,49.1,Op-Bob,Night,2026-05-21 11:29,0,None,PASS
BAT-10371,M-04,Line-2,PROD-A10,79.9,10.49,1384,4.27,75.4,Op-Alice,Afternoon,2026-06-08 11:29,1,Dimensional Deviation,REWORK
BAT-10372,M-07,Line-4,PROD-B20,81.9,8.91,1355,3.63,51.8,Op-Bob,Afternoon,2026-05-09 11:29,0,None,PASS
BAT-10373,M-04,Line-2,PROD-A10,79.4,8.28,1520,3.79,63.6,Op-Alice,Night,2026-05-28 11:29,1,Dimensional Deviation,SCRAP
BAT-10374,M-01,Line-1,PROD-B20,78.5,8.27,1190,2.71,47.3,Op-Bob,Morning,2026-03-07 11:29,0,None,PASS
BAT-10375,M-08,Line-4,PROD-A10,76.2,9.16,1275,2.49,46.6,Op-Bob,Night,2026-02-21 11:29,0,None,PASS
BAT-10376,M-04,Line-2,PROD-B20,81.6,8.13,1300,3.34,68.5,Op-Alice,Morning,2026-06-18 11:29,0,None,PASS
